,airport__name,aircraft__make_model,effect__amount_of_damage,flight_date,aircraft__airline_operator,origin_state,when__phase_of_flight,wildlife__size,wildlife__species,when__time_of_day,cost__other,cost__repair,cost__total_$,speed_ias_in_knots
9458,SAN FRANCISCO INTL ARPT,A-319,Minor,3/7/02 0:00,UNITED AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,135.0
9459,CHARLESTON AFB/INTL ARPT,MD-88,None,3/7/02 0:00,DELTA AIR LINES,South Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
9460,SAN FRANCISCO INTL ARPT,B-757-200,Minor,3/9/02 0:00,UNITED AIRLINES,California,Approach,Large,Unknown bird - large,Night,0,0,0,
9461,AUSTIN-BERGSTROM INTL,MD-88,None,3/9/02 0:00,DELTA AIR LINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,200.0
9462,ORLANDO INTL,B-737-500,None,3/11/02 0:00,SOUTHWEST AIRLINES,Florida,Approach,Large,Unknown bird - large,Night,0,0,0,200.0
9463,GREATER PITTSBURGH,MD-88,None,3/11/02 0:00,DELTA AIR LINES,Pennsylvania,Take-off run,Medium,Red-tailed hawk,Day,0,0,0,
9464,PHOENIX SKY HARBOR,B-737-200,None,3/11/02 0:00,AMERICA WEST AIRLINES,Arizona,Descent,Small,Unknown bird - small,Night,0,0,0,210.0
9465,PHOENIX SKY HARBOR,B-737-200,None,3/11/02 0:00,AMERICA WEST AIRLINES,Arizona,Descent,Small,Unknown bird - small,Night,0,0,0,250.0
9466,FORT LAUDERDALE/HOLLYWOOD INTL,B-737-700,None,3/12/02 0:00,SOUTHWEST AIRLINES,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
9467,LOUISVILLE INTL ARPT,CITATION II,None,3/14/02 0:00,BUSINESS,Kentucky,Climb,Large,Canada goose,Day,0,0,0,
9468,DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,3/14/02 0:00,AMERICAN EAGLE AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,200.0
9469,WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,Minor,3/14/02 0:00,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,
9470,SAN ANTONIO INTL,B-727-100,None,3/14/02 0:00,FEDEX EXPRESS,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,130.0
9471,ATLANTA INTL,B-737-300,None,3/15/02 0:00,US AIRWAYS*,Georgia,Climb,Large,Unknown bird - large,Night,0,0,0,
9472,BALTIMORE WASH INTL,DHC8 DASH 8,None,3/15/02 0:00,ALLEGHENYAIRLINES,Maryland,Climb,Medium,Unknown bird - medium,Day,0,0,0,100.0
9473,HONOLULU INTL ARPT,C-5B,None,3/15/02 0:00,MILITARY,Hawaii,Take-off run,Medium,Unknown bird or bat,Night,0,0,0,134.0
9474,GREATER PITTSBURGH,MD-88,None,3/16/02 0:00,DELTA AIR LINES,Pennsylvania,Landing Roll,Medium,Red-tailed hawk,Day,0,0,0,110.0
9475,ORLANDO INTL,A-320,Substantial,3/16/02 0:00,US AIRWAYS*,Florida,Take-off run,Medium,Red-tailed hawk,Night,0,0,0,170.0
9476,NEW ORLEANS INTL,B-737-700,None,3/16/02 0:00,SOUTHWEST AIRLINES,Louisiana,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
9477,KANSAS CITY INTL,B-737-700,None,3/18/02 0:00,SOUTHWEST AIRLINES,Missouri,Take-off run,Medium,Red-tailed hawk,Day,0,0,0,130.0
9478,BALTIMORE WASH INTL,BA-41 JETSTR,None,3/19/02 0:00,TRANS STATES AIRLINES,Maryland,Landing Roll,Small,Unknown bird - small,Day,0,0,0,103.0
9479,CHARLOTTE/DOUGLAS INTL ARPT,B-737-400,None,3/21/02 0:00,US AIRWAYS*,North Carolina,Approach,Large,Unknown bird - large,Night,0,0,0,
9480,CHARLESTON AFB/INTL ARPT,C-17A,None,3/21/02 0:00,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,
9481,CHARLESTON AFB/INTL ARPT,C-17A,None,3/21/02 0:00,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,80.0
9482,RONALD REAGAN WASHINGTON NATL,A-320,None,3/21/02 0:00,AMERICA WEST AIRLINES,DC,Approach,Medium,Ring-billed gull,Night,0,0,0,
9483,SAN FRANCISCO INTL ARPT,B-737-300,None,3/22/02 0:00,UNITED AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,
9484,PHOENIX SKY HARBOR,B-737-300,None,3/22/02 0:00,AMERICA WEST AIRLINES,Arizona,Descent,Small,Unknown bird - small,Night,0,0,0,250.0
9485,DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,3/23/02 0:00,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
9486,PORTLAND INTL (OR),A-320,None,3/25/02 0:00,AMERICA WEST AIRLINES,Oregon,Approach,Medium,Unknown bird - medium,Day,0,0,0,
9487,LOS ANGELES INTL,A-320,None,3/25/02 0:00,AMERICA WEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,145.0
9488,GREATER PITTSBURGH,DHC8 DASH 8,None,3/25/02 0:00,US AIRWAYS*,Pennsylvania,Landing Roll,Small,Killdeer,Night,0,0,0,
9489,RONALD REAGAN WASHINGTON NATL,A-319,None,3/26/02 0:00,AMERICA WEST AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,
9490,LAMBERT-ST LOUIS INTL,MD-83,Substantial,3/27/02 0:00,TRANS WORLD AIRLINES,Missouri,Climb,Medium,Mallard,Night,0,76064,76064,240.0
9491,LAMBERT-ST LOUIS INTL,F-15A,C,3/27/02 0:00,MILITARY,Missouri,Approach,Medium,Unknown bird - medium,Night,0,31693,31693,180.0
9492,SALT LAKE CITY INTL,B-767,None,3/27/02 0:00,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Night,0,0,0,
9493,WILL ROGERS WORLD ARPT,B-737-300,None,3/27/02 0:00,SOUTHWEST AIRLINES,Oklahoma,Approach,Small,Unknown bird - small,Night,0,0,0,160.0
9494,MINNEAPOLIS-ST PAUL INTL,CITATION II,Minor,3/28/02 0:00,BUSINESS,Minnesota,Approach,Large,Canada goose,Day,0,0,0,140.0
9495,INDIANAPOLIS INTL,A-320,None,3/28/02 0:00,FEDEX EXPRESS,Indiana,Landing Roll,Medium,Ring-billed gull,Day,0,0,0,
9496,CHICAGO MIDWAY INTL ARPT,DC-9-30,None,3/28/02 0:00,AIRTRAN AIRWAYS,Illinois,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,140.0
9497,CHICAGO MIDWAY INTL ARPT,B-717-200,None,3/28/02 0:00,AIRTRAN AIRWAYS,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
9498,BALTIMORE WASH INTL,B-737-800,None,3/28/02 0:00,AMERICAN AIRLINES,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0
9499,DALLAS/FORT WORTH INTL ARPT,A-320,None,3/28/02 0:00,AMERICA WEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,
9500,HOUSTON-HOBBY,EMB-145,None,3/29/02 0:00,AMERICAN EAGLE AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,120.0
9501,ATLANTA INTL,CL-RJ100/200,None,3/29/02 0:00,ATLANTIC SOUTHEAST,Georgia,Climb,Medium,Unknown bird - medium,Night,0,0,0,200.0
9502,WASHINGTON DULLES INTL ARPT,A-319,None,3/29/02 0:00,US AIRWAYS*,DC,Approach,Small,Unknown bird - small,Night,0,0,0,170.0
9503,CHARLOTTE/DOUGLAS INTL ARPT,B-737-400,None,3/29/02 0:00,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
9504,SAN FRANCISCO INTL ARPT,B-737-300,None,3/30/02 0:00,AMERICA WEST AIRLINES,California,Approach,Small,Unknown bird - small,Dusk,0,0,0,150.0
9505,LIHUE ARPT,B-717-200,None,3/30/02 0:00,HAWAIIAN AIR,Hawaii,Approach,Small,Barn owl,Night,0,0,0,140.0
9506,DALLAS/FORT WORTH INTL ARPT,EMB-145,None,3/31/02 0:00,AMERICAN EAGLE AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,120.0
9507,SAN FRANCISCO INTL ARPT,B-757-200,None,3/31/02 0:00,AMERICA WEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,
9508,SEATTLE-TACOMA INTL,DHC8 DASH 8,None,3/31/02 0:00,HORIZON AIR,Washington,Approach,Small,Unknown bird - small,Dawn,0,0,0,115.0
9509,SACRAMENTO INTL,B-737-300,None,3/31/02 0:00,SOUTHWEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,125.0
9510,ORLANDO INTL,B-737-200,None,3/31/02 0:00,DELTA AIR LINES,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
9511,CHARLESTON AFB/INTL ARPT,C-17A,None,4/1/02 0:00,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,160.0
9512,LIHUE ARPT,B-737-200,None,4/1/02 0:00,ALLEGHENYAIRLINES,Hawaii,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,
9513,CHICAGO O'HARE INTL ARPT,MD-88,None,4/1/02 0:00,DELTA AIR LINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
9514,DETROIT METRO WAYNE COUNTY ARPT,A-320,None,4/1/02 0:00,AMERICA WEST AIRLINES,Michigan,Climb,Small,Horned lark,Day,0,0,0,150.0
9515,WASHINGTON DULLES INTL ARPT,CHALLENGER 300,None,4/1/02 0:00,BUSINESS,DC,Approach,Small,Unknown bird - small,Night,0,0,0,135.0
9516,INDIANAPOLIS INTL,CL-RJ100/200,None,4/1/02 0:00,ATLANTIC COAST AIRLINES,Indiana,Approach,Small,Unknown bird - small,Night,0,0,0,165.0
9517,NASHVILLE INTL,B-737-300,None,4/1/02 0:00,SOUTHWEST AIRLINES,Tennessee,Climb,Small,Unknown bird - small,Night,0,0,0,220.0
9518,AUSTIN-BERGSTROM INTL,MD-80,None,4/2/02 0:00,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,
9519,PHILADELPHIA INTL,LEARJET-45,Minor,4/2/02 0:00,BUSINESS,Pennsylvania,Climb,Medium,Unknown bird - medium,Dusk,2535,21552,24087,165.0
9520,WASHINGTON DULLES INTL ARPT,B-727,None,4/2/02 0:00,FEDEX EXPRESS,DC,Approach,Small,Unknown bird - small,Dawn,0,0,0,135.0
9521,LIHUE ARPT,B-737-200,None,4/2/02 0:00,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Pacific golden-plover,Day,0,0,0,
9522,PORT COLUMBUS INTL,DORNIER 328,None,4/2/02 0:00,ATLANTIC COAST AIRLINES,Ohio,Take-off run,Small,European starling,Day,0,0,0,
9523,CHICAGO MIDWAY INTL ARPT,B-737-700,None,4/3/02 0:00,SOUTHWEST AIRLINES,Illinois,Take-off run,Medium,Red-tailed hawk,Day,0,0,0,130.0
9524,RONALD REAGAN WASHINGTON NATL,A-320,None,4/3/02 0:00,US AIRWAYS*,DC,Approach,Small,American robin,Dawn,0,0,0,
9525,DETROIT METRO WAYNE COUNTY ARPT,A-320,None,4/3/02 0:00,AMERICA WEST AIRLINES,Michigan,Approach,Small,Unknown bird - small,Day,0,0,0,170.0
9526,LIHUE ARPT,B-717-200,None,4/3/02 0:00,HAWAIIAN AIR,Hawaii,Take-off run,Small,Unknown bird - small,Day,0,0,0,140.0
9527,PORT COLUMBUS INTL,DORNIER 328,Substantial,4/3/02 0:00,ATLANTIC COAST AIRLINES,Ohio,Climb,Small,Unknown bird - small,Night,0,0,0,
9528,PORT COLUMBUS INTL,DORNIER 328,Substantial,4/4/02 0:00,ATLANTIC COAST AIRLINES,Ohio,Climb,Medium,Unknown bird - medium,Night,0,0,0,
9529,NEW ORLEANS INTL,B-737,Medium,4/4/02 0:00,SOUTHWEST AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,
9530,NEW ORLEANS INTL,B-737,None,4/4/02 0:00,SOUTHWEST AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,
9531,SEATTLE-TACOMA INTL,DHC8 DASH 8,None,4/4/02 0:00,HORIZON AIR,Washington,Climb,Small,Unknown bird - small,Night,0,0,0,200.0
9532,CHICAGO O'HARE INTL ARPT,EMB-145,None,4/6/02 0:00,AMERICAN EAGLE AIRLINES,Illinois,Climb,Medium,Red-tailed hawk,Dusk,0,0,0,230.0
9533,DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,4/6/02 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,145.0
9534,CLEVELAND-HOPKINS INTL ARPT,EMB-145,Minor,4/7/02 0:00,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Climb,Large,Unknown bird - large,Dusk,0,0,0,
9535,CHICAGO O'HARE INTL ARPT,EMB-145,None,4/7/02 0:00,AMERICAN EAGLE AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,135.0
9536,DALLAS/FORT WORTH INTL ARPT,A-320,None,4/7/02 0:00,UNITED AIRLINES,Texas,Landing Roll,Medium,Ring-billed gull,Dusk,0,0,0,
9537,KANSAS CITY INTL,A-319,Medium,4/8/02 0:00,AMERICA WEST AIRLINES,Missouri,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
9538,HONOLULU INTL ARPT,KC-135R,None,4/8/02 0:00,MILITARY,Hawaii,Take-off run,Medium,Unknown bird or bat,Night,0,0,0,160.0
9539,SAN ANTONIO INTL,MD-80,None,4/9/02 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,131.0
9540,DALLAS/FORT WORTH INTL ARPT,B-727,None,4/9/02 0:00,FEDEX EXPRESS,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,135.0
9541,PHOENIX SKY HARBOR,B-737-200,None,4/10/02 0:00,AMERICA WEST AIRLINES,Arizona,Approach,Medium,Unknown bird - medium,Night,0,0,0,120.0
9542,LOGAN INTL,A-320,None,4/10/02 0:00,AMERICA WEST AIRLINES,Massachusetts,Landing Roll,Small,Unknown bird - small,Dawn,0,0,0,
9543,CHICAGO O'HARE INTL ARPT,MD-80,None,4/10/02 0:00,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,250.0
9544,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,None,4/10/02 0:00,DELTA AIR LINES,Kentucky,Take-off run,Small,Unknown bird - small,Day,0,0,0,
9545,WASHINGTON DULLES INTL ARPT,CL-RJ100/200,None,4/11/02 0:00,ATLANTIC COAST AIRLINES,DC,Climb,Medium,Unknown bird - medium,Day,0,0,0,
9546,MINNEAPOLIS-ST PAUL INTL,C-560,None,4/11/02 0:00,BUSINESS,Minnesota,Climb,Small,Unknown bird - small,Day,0,0,0,200.0
9547,LIHUE ARPT,B-717-200,None,4/12/02 0:00,HAWAIIAN AIR,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,120.0
9548,NEWARK LIBERTY INTL ARPT,MD-80,None,4/12/02 0:00,DELTA AIR LINES,New Jersey,Landing Roll,Small,American kestrel,Day,0,0,0,
9549,GEORGE BUSH INTERCONTINENTAL,A-320,None,4/12/02 0:00,AMERICA WEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
9550,DALLAS/FORT WORTH INTL ARPT,MD-82,None,4/13/02 0:00,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,100.0
9551,DALLAS/FORT WORTH INTL ARPT,MD-80,Minor,4/14/02 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,240.0
9552,GEORGE BUSH INTERCONTINENTAL,A-320,None,4/14/02 0:00,AMERICA WEST AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0
9553,MINNEAPOLIS-ST PAUL INTL,A-320,Medium,4/14/02 0:00,AMERICA WEST AIRLINES,Minnesota,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
9554,CLEVELAND-HOPKINS INTL ARPT,B-737-300,None,4/14/02 0:00,SOUTHWEST AIRLINES,Ohio,Approach,Small,Unknown bird - small,Night,0,0,0,210.0
9555,MEMPHIS INTL,A-300,None,4/14/02 0:00,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
9556,GREATER PITTSBURGH,B-737-300,None,4/15/02 0:00,US AIRWAYS*,Pennsylvania,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,130.0
9557,KANSAS CITY INTL,B-737-200,None,4/15/02 0:00,FRONTIER AIRLINES,Missouri,Descent,Medium,Unknown bird - medium,Night,0,0,0,240.0
9558,WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,None,4/15/02 0:00,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Dawn,0,0,0,
9559,NEW ORLEANS INTL,B-737-200,None,4/15/02 0:00,SOUTHWEST AIRLINES,Louisiana,Approach,Small,Chimney swift,Day,0,0,0,130.0
9560,HOUSTON-HOBBY,B-737-300,Minor,4/16/02 0:00,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,240.0
9561,HOUSTON-HOBBY,B-737-200,None,4/16/02 0:00,SOUTHWEST AIRLINES,Texas,Descent,Small,Unknown bird - small,Day,0,0,0,210.0
9562,SAN FRANCISCO INTL ARPT,B-737-300,None,4/16/02 0:00,UNITED AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
9563,LOS ANGELES INTL,A-320,None,4/16/02 0:00,AMERICA WEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
9564,WASHINGTON DULLES INTL ARPT,CL-RJ100/200,None,4/16/02 0:00,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,155.0
9565,CHARLESTON AFB/INTL ARPT,DORNIER 328,None,4/16/02 0:00,ATLANTIC COAST AIRLINES,South Carolina,Approach,Small,Unknown bird - small,Night,0,0,0,125.0
9566,CHICAGO MIDWAY INTL ARPT,B-737-700,None,4/17/02 0:00,SOUTHWEST AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,200.0
9567,BALTIMORE WASH INTL,B-737-700,None,4/17/02 0:00,SOUTHWEST AIRLINES,Maryland,Approach,Small,Unknown bird - small,Night,0,0,0,130.0
9568,NEWARK LIBERTY INTL ARPT,DC-10,None,4/18/02 0:00,FEDEX EXPRESS,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,
9569,LIHUE ARPT,B-737-200,None,4/18/02 0:00,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
9570,DENVER INTL AIRPORT,BE-1900,None,4/19/02 0:00,GREAT LAKES AIRLINES,Colorado,Climb,Small,Rock pigeon,Day,0,0,0,120.0
9571,LOS ANGELES INTL,B-737-700,None,4/20/02 0:00,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,135.0
9572,LOUISVILLE INTL ARPT,B-757-200,None,4/20/02 0:00,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
9573,LAMBERT-ST LOUIS INTL,MD-80,Medium,4/21/02 0:00,AMERICAN AIRLINES,Missouri,Approach,Large,Canada goose,Day,0,0,0,126.0
9574,PORTLAND INTL (OR),DHC8 DASH 8,None,4/21/02 0:00,HORIZON AIR,Oregon,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
9575,SACRAMENTO INTL,A-320,None,4/22/02 0:00,UNITED AIRLINES,California,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,
9576,PHOENIX SKY HARBOR,B-737-300,None,4/22/02 0:00,AMERICA WEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
9577,METRO OAKLAND INTL,MD-11,None,4/22/02 0:00,FEDEX EXPRESS,California,Descent,Small,Unknown bird - small,Night,0,0,0,
9578,PORTLAND INTL (OR),B-757-200,Minor,4/23/02 0:00,UNITED AIRLINES,Oregon,Take-off run,Medium,Red-tailed hawk,Day,0,317,317,180.0
9579,SACRAMENTO INTL,B-737-300,None,4/23/02 0:00,AMERICA WEST AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,
9580,RONALD REAGAN WASHINGTON NATL,A-319,None,4/23/02 0:00,US AIRWAYS*,DC,Climb,Small,Unknown bird - small,Day,0,0,0,170.0
9581,CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,None,4/23/02 0:00,US AIRWAYS*,North Carolina,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
9582,FORT LAUDERDALE/HOLLYWOOD INTL,B-757-200,None,4/23/02 0:00,AMERICAN AIRLINES,Florida,Climb,Small,Unknown bird - small,Dusk,0,0,0,150.0
9583,FORT LAUDERDALE/HOLLYWOOD INTL,B-737-700,None,4/23/02 0:00,SOUTHWEST AIRLINES,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
9584,INDIANAPOLIS INTL,B-737-700,None,4/23/02 0:00,SOUTHWEST AIRLINES,Indiana,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
9585,NEWARK LIBERTY INTL ARPT,DORNIER 328,None,4/24/02 0:00,ATLANTIC COAST AIRLINES,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0
9586,MEMPHIS INTL,B-727-100,None,4/24/02 0:00,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,175.0
9587,HOUSTON-HOBBY,B-737-700,None,4/24/02 0:00,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,270.0
9588,DALLAS/FORT WORTH INTL ARPT,B-757-200,None,4/24/02 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,132.0
9589,HOUSTON-HOBBY,B-737-200,None,4/24/02 0:00,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
9590,CHICAGO MIDWAY INTL ARPT,B-737-300,None,4/25/02 0:00,SOUTHWEST AIRLINES,Illinois,Landing Roll,Medium,Ring-billed gull,Day,0,0,0,100.0
9591,DALLAS/FORT WORTH INTL ARPT,A-300,None,4/25/02 0:00,UPS AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,
9592,LIHUE ARPT,B-717-200,None,4/25/02 0:00,HAWAIIAN AIR,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,
9593,CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,None,4/25/02 0:00,US AIRWAYS*,North Carolina,Approach,Small,European starling,Day,0,0,0,135.0
9594,GREATER PITTSBURGH,B-737-300,None,4/25/02 0:00,US AIRWAYS*,Pennsylvania,Landing Roll,Small,Unknown bird - small,Dusk,0,0,0,60.0
9595,ORLANDO INTL,B-737-700,None,4/25/02 0:00,SOUTHWEST AIRLINES,Florida,Climb,Small,Unknown bird - small,Night,0,0,0,230.0
9596,SACRAMENTO INTL,B-737-400,Medium,4/26/02 0:00,ALASKA AIRLINES,California,Climb,Small,European starling,Day,0,0,0,140.0
9597,RONALD REAGAN WASHINGTON NATL,A-320,None,4/26/02 0:00,US AIRWAYS*,DC,Climb,Small,Unknown bird - small,Day,0,0,0,
9598,FORT LAUDERDALE/HOLLYWOOD INTL,CL-600,Medium,4/27/02 0:00,BUSINESS,Florida,Approach,Large,Turkey vulture,Day,0,0,0,170.0
9599,LIHUE ARPT,B-717-200,None,4/27/02 0:00,HAWAIIAN AIR,Hawaii,Take-off run,Small,Pacific golden-plover,Day,0,0,0,180.0
9600,GEORGE BUSH INTERCONTINENTAL,A-320,None,4/27/02 0:00,AMERICA WEST AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,210.0
9601,MEMPHIS INTL,A-300,None,4/28/02 0:00,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,
9602,NASHVILLE INTL,B-737-300,None,4/28/02 0:00,US AIRWAYS*,Tennessee,Approach,Small,American robin,Day,0,0,0,145.0
9603,HOUSTON-HOBBY,B-737,None,4/28/02 0:00,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,245.0
9604,NEW ORLEANS INTL,A-319,None,4/28/02 0:00,US AIRWAYS*,Louisiana,Climb,Small,European starling,Day,0,0,0,180.0
9605,FORT LAUDERDALE/HOLLYWOOD INTL,A-320,None,4/29/02 0:00,AIR CANADA,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,
9606,PORT COLUMBUS INTL,B-737-300,None,4/29/02 0:00,UNITED AIRLINES,Ohio,Approach,Small,Mourning dove,Night,0,0,0,
9607,PORTLAND INTL (OR),F-15A,None,4/30/02 0:00,MILITARY,Oregon,Approach,Medium,Unknown bird - medium,Day,0,0,0,150.0
9608,MEMPHIS INTL,DC-10,None,4/30/02 0:00,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,
9609,LAMBERT-ST LOUIS INTL,B-737-300,None,4/30/02 0:00,UNITED AIRLINES,Missouri,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0
9610,WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,None,4/30/02 0:00,ATLANTIC COAST AIRLINES,DC,Landing Roll,Small,Eastern meadowlark,Dawn,0,0,0,100.0
9611,RONALD REAGAN WASHINGTON NATL,A-320,None,4/30/02 0:00,US AIRWAYS*,DC,Approach,Small,Unknown bird - small,Day,0,0,0,
9612,MINETA SAN JOSE INTL,B-737-500,None,4/30/02 0:00,SOUTHWEST AIRLINES,California,Climb,Small,Unknown bird - small,Day,0,0,0,160.0
9613,NEW ORLEANS INTL,A-320,None,5/1/02 0:00,UNITED AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Day,0,0,0,
9614,INDIANAPOLIS INTL,DC-10-10,None,5/1/02 0:00,FEDEX EXPRESS,Indiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,210.0
9615,CLEVELAND-HOPKINS INTL ARPT,B-737-300,None,5/1/02 0:00,UNITED AIRLINES,Ohio,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0
9616,MEMPHIS INTL,B-727-200,None,5/1/02 0:00,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,
9617,WASHINGTON DULLES INTL ARPT,CL-RJ100/200,None,5/1/02 0:00,AIR CANADA,DC,Climb,Medium,Unknown bird - medium,Night,0,0,0,220.0
9618,BALTIMORE WASH INTL,EMB-135,None,5/1/02 0:00,AMERICAN EAGLE AIRLINES,Maryland,Approach,Small,Unknown bird - small,Day,0,0,0,230.0
9619,PHOENIX SKY HARBOR,A-320,Minor,5/1/02 0:00,AMERICA WEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Night,0,0,0,240.0
9620,RONALD REAGAN WASHINGTON NATL,CL-RJ100/200,None,5/1/02 0:00,AIR CANADA,DC,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
9621,CHARLESTON AFB/INTL ARPT,C-17A,None,5/2/02 0:00,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,230.0
