,airport__name,aircraft__make_model,effect__amount_of_damage,flight_date,aircraft__airline_operator,origin_state,when__phase_of_flight,wildlife__size,wildlife__species,when__time_of_day,cost__other,cost__repair,cost__total_$,speed_ias_in_knots
9291,HONOLULU INTL ARPT,B-717-200,None,11/7/01 0:00,HAWAIIAN AIR,Hawaii,Landing Roll,Small,Pacific golden-plover,Dusk,0,0,0,100.0
9292,WASHINGTON DULLES INTL ARPT,B-757-200,None,11/8/01 0:00,DELTA AIR LINES,DC,Approach,Large,Canada goose,Day,0,0,0,130.0
9293,INDIANAPOLIS INTL,MD-11,None,11/8/01 0:00,FEDEX EXPRESS,Indiana,Approach,Large,Unknown bird - large,Night,0,0,0,145.0
9294,SACRAMENTO INTL,CL-RJ700,None,11/8/01 0:00,HORIZON AIR,California,Climb,Small,Unknown bird - small,Day,0,0,0,178.0
9295,RONALD REAGAN WASHINGTON NATL,FOKKER F100,Minor,11/9/01 0:00,AMERICAN AIRLINES,DC,Approach,Large,Unknown bird - large,Day,0,0,0,220.0
9296,DENVER INTL AIRPORT,A-320,None,11/9/01 0:00,NORTHWEST AIRLINES,Colorado,Landing Roll,Large,Unknown bird - large,Day,0,0,0,
9297,INDIANAPOLIS INTL,MD-11,None,11/9/01 0:00,FEDEX EXPRESS,Indiana,Approach,Large,Unknown bird - large,Night,0,0,0,165.0
9298,BALTIMORE WASH INTL,B-737-300,None,11/9/01 0:00,US AIRWAYS*,Maryland,Landing Roll,Large,White-tailed deer,Night,0,0,0,
9299,SACRAMENTO INTL,B-737-300,None,11/9/01 0:00,AMERICA WEST AIRLINES,California,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
9300,NEWARK LIBERTY INTL ARPT,DC-10-10,None,11/10/01 0:00,FEDEX EXPRESS,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
9301,CHICAGO O'HARE INTL ARPT,MD-11,None,11/11/01 0:00,FEDEX EXPRESS,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,200.0
9302,PHILADELPHIA INTL,FOKKER F100,None,11/11/01 0:00,AMERICAN AIRLINES,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0
9303,GREATER PITTSBURGH,B-737-300,None,11/12/01 0:00,US AIRWAYS*,Pennsylvania,Climb,Small,European starling,Day,0,0,0,160.0
9304,FORT LAUDERDALE/HOLLYWOOD INTL,B-767-200,None,11/13/01 0:00,DELTA AIR LINES,Florida,Approach,Large,Unknown bird - large,Night,0,0,0,160.0
9305,PORTLAND INTL (OR),DHC8 DASH 8,None,11/13/01 0:00,HORIZON AIR,Oregon,Climb,Medium,Mallard,Dusk,0,0,0,120.0
9306,AUSTIN-BERGSTROM INTL,B-737-300,None,11/13/01 0:00,SOUTHWEST AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,135.0
9307,LOGAN INTL,SAAB-340,None,11/14/01 0:00,AMERICAN EAGLE AIRLINES,Massachusetts,Approach,Small,Unknown bird - small,Day,0,0,0,120.0
9308,LOGAN INTL,B-737-200,None,11/14/01 0:00,DELTA AIR LINES,Massachusetts,Take-off run,Small,Unknown bird - small,Day,0,0,0,170.0
9309,DALLAS/FORT WORTH INTL ARPT,A-319,None,11/15/01 0:00,US AIRWAYS*,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,130.0
9310,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-757-200,None,11/15/01 0:00,DELTA AIR LINES,Kentucky,Landing Roll,Small,Unknown bird - small,Night,0,0,0,
9311,BALTIMORE WASH INTL,B-757-200,Minor,11/16/01 0:00,AMERICA WEST AIRLINES,Maryland,Descent,Medium,Unknown bird - medium,Night,0,0,0,
9312,FORT LAUDERDALE/HOLLYWOOD INTL,C-402,None,11/16/01 0:00,BUSINESS,Florida,Landing Roll,Small,Unknown bird - small,Day,0,0,0,110.0
9313,SACRAMENTO INTL,B-737-700,None,11/17/01 0:00,SOUTHWEST AIRLINES,California,Descent,Medium,Unknown bird - medium,Night,0,0,0,210.0
9314,BALTIMORE WASH INTL,B-737-300,Substantial,11/19/01 0:00,SOUTHWEST AIRLINES,Maryland,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,150.0
9315,SACRAMENTO INTL,MD-83,None,11/19/01 0:00,TRANS WORLD AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,
9316,CHARLESTON AFB/INTL ARPT,C-17A,None,11/19/01 0:00,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,
9317,DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,11/19/01 0:00,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,115.0
9318,WASHINGTON DULLES INTL ARPT,B-727-200,Minor,11/20/01 0:00,UNITED AIRLINES,DC,Climb,Large,Canada goose,Day,0,0,0,250.0
9319,KANSAS CITY INTL,A-319,Medium,11/20/01 0:00,US AIRWAYS*,Missouri,Take-off run,Medium,Red-tailed hawk,Day,0,0,0,150.0
9320,RONALD REAGAN WASHINGTON NATL,A-319,Medium,11/21/01 0:00,US AIRWAYS*,DC,Approach,Medium,Unknown bird - medium,Day,0,0,0,
9321,DALLAS/FORT WORTH INTL ARPT,B-737-300,None,11/21/01 0:00,AMERICA WEST AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,100.0
9322,SACRAMENTO INTL,MD-80,None,11/22/01 0:00,ALASKA AIRLINES,California,Descent,Medium,Unknown bird - medium,Night,0,0,0,210.0
9323,SAN ANTONIO INTL,GRUMMAN GA7,Minor,11/25/01 0:00,BUSINESS,Texas,Approach,Large,Turkey vulture,Day,1302,0,1302,120.0
9324,ORLANDO INTL,B-737-200,None,11/25/01 0:00,DELTA AIR LINES,Florida,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120.0
9325,WILL ROGERS WORLD ARPT,C-130H,None,11/26/01 0:00,MILITARY,Oklahoma,Approach,Small,American robin,Night,0,0,0,135.0
9326,WASHINGTON DULLES INTL ARPT,LEARJET-60,Medium,11/28/01 0:00,BUSINESS,DC,Approach,Small,Unknown bird - small,Night,0,0,0,200.0
9327,HONOLULU INTL ARPT,PA-28,None,11/29/01 0:00,BUSINESS,Hawaii,Landing Roll,Small,Pacific golden-plover,Day,0,0,0,
9328,LOUISVILLE INTL ARPT,B-737,None,11/30/01 0:00,SOUTHWEST AIRLINES,Kentucky,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
9329,DALLAS/FORT WORTH INTL ARPT,EMB-145,None,12/1/01 0:00,AMERICAN EAGLE AIRLINES,Texas,Approach,Small,Unknown bird - small,Dawn,0,0,0,125.0
9330,DALLAS/FORT WORTH INTL ARPT,B-757-200,None,12/1/01 0:00,UNKNOWN,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,
9331,SAN FRANCISCO INTL ARPT,B-777-200,None,12/1/01 0:00,UNITED AIRLINES,California,Approach,Small,Barn owl,Night,0,0,0,
9332,GREATER PITTSBURGH,MD-80,None,12/3/01 0:00,DELTA AIR LINES,Pennsylvania,Approach,Large,Unknown bird - large,Night,0,0,0,130.0
9333,DALLAS/FORT WORTH INTL ARPT,B-767-200,None,12/4/01 0:00,UPS AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,155.0
9334,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,12/4/01 0:00,COMAIR AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0
9335,PORTLAND INTL (OR),B-737-200,None,12/4/01 0:00,UNITED AIRLINES,Oregon,Take-off run,Small,Barn owl,Dawn,0,0,0,120.0
9336,SAN ANTONIO INTL,A-300,None,12/4/01 0:00,FEDEX EXPRESS,Texas,Approach,Small,Unknown bird - small,Dusk,0,0,0,140.0
9337,TETERBORO AIRPORT,HAWKER 1000,Substantial,12/5/01 0:00,EXECUTIVE JET AVIATION,New Jersey,Climb,Medium,Red-tailed hawk,Day,0,0,0,118.0
9338,LOUISVILLE INTL ARPT,B-747,None,12/5/01 0:00,UPS AIRLINES,Kentucky,Take-off run,Small,Unknown bird - small,Day,0,0,0,
9339,DALLAS/FORT WORTH INTL ARPT,MD-80,None,12/5/01 0:00,AMERICAN AIRLINES,Texas,Take-off run,Small,Mourning dove,Day,0,0,0,
9340,SACRAMENTO INTL,B-737-300,None,12/6/01 0:00,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,130.0
9341,MEMPHIS INTL,CL-RJ100/200,None,12/6/01 0:00,PINNACLE,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,141.0
9342,HONOLULU INTL ARPT,PA-28,None,12/6/01 0:00,BUSINESS,Hawaii,Taxi,Small,Unknown bird - small,Day,0,0,0,
9343,MEMPHIS INTL,PA-28,Medium,12/8/01 0:00,PRIVATELY OWNED,Tennessee,Approach,Large,Unknown bird - large,Day,0,0,0,120.0
9344,WASHINGTON DULLES INTL ARPT,B-747,None,12/8/01 0:00,UNITED AIRLINES,DC,Climb,Medium,Unknown bird - medium,Day,0,0,0,
9345,NASHVILLE INTL,DA-2000,None,12/8/01 0:00,EXECUTIVE JET AVIATION,Tennessee,Approach,Small,European starling,Day,0,0,0,
9346,WASHINGTON DULLES INTL ARPT,B-737-300,Minor,12/11/01 0:00,US AIRWAYS*,DC,Approach,Large,Unknown bird - large,Night,0,0,0,140.0
9347,NASHVILLE INTL,BE-58  BARON,None,12/11/01 0:00,BUSINESS,Tennessee,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,125.0
9348,SALT LAKE CITY INTL,MD-90-30,None,12/11/01 0:00,DELTA AIR LINES,Utah,Climb,Small,European starling,Day,0,0,0,150.0
9349,TETERBORO AIRPORT,HAWKER 1000,None,12/12/01 0:00,EXECUTIVE JET AVIATION,New Jersey,Landing Roll,Medium,Red-tailed hawk,Day,0,0,0,
9350,LIHUE ARPT,B-737-200,None,12/12/01 0:00,ALOHA AIRLINES,Hawaii,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,135.0
9351,WILL ROGERS WORLD ARPT,T-1A,None,12/14/01 0:00,MILITARY,Oklahoma,Take-off run,Small,Eastern meadowlark,Day,0,0,0,120.0
9352,CHICAGO O'HARE INTL ARPT,B-737-300,None,12/14/01 0:00,US AIRWAYS*,Illinois,Approach,Small,Unknown bird - small,Dusk,0,0,0,147.0
9353,ORLANDO INTL,B-737-800,None,12/15/01 0:00,AMERICAN AIRLINES,Florida,Approach,Medium,Ring-billed gull,Day,0,0,0,145.0
9354,MEMPHIS INTL,DC-10-10,None,12/16/01 0:00,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,
9355,GEORGE BUSH INTERCONTINENTAL,B-727,None,12/16/01 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
9356,GEORGE BUSH INTERCONTINENTAL,B-757-200,None,12/16/01 0:00,CONTINENTAL AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
9357,NASHVILLE INTL,B-737-300,Minor,12/17/01 0:00,SOUTHWEST AIRLINES,Tennessee,Approach,Large,Unknown bird - large,Night,0,0,0,170.0
9358,DENVER INTL AIRPORT,B-777-200,None,12/17/01 0:00,UNITED AIRLINES,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,
9359,GREATER PITTSBURGH,KC-135E,None,12/18/01 0:00,MILITARY,Pennsylvania,Approach,Large,Unknown bird - large,Night,0,0,0,150.0
9360,DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,12/18/01 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
9361,MEMPHIS INTL,DC-10-30,None,12/19/01 0:00,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,
9362,MEMPHIS INTL,C-500,None,12/19/01 0:00,BUSINESS,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,200.0
9363,SAN FRANCISCO INTL ARPT,B-737-200,None,12/19/01 0:00,AIR CANADA,California,Approach,Small,Killdeer,Dusk,0,0,0,135.0
9364,DALLAS/FORT WORTH INTL ARPT,MD-82,None,12/22/01 0:00,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,145.0
9365,CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F100,None,12/23/01 0:00,US AIRWAYS*,North Carolina,Approach,Medium,Unknown bird - medium,Day,0,0,0,120.0
9366,FORT LAUDERDALE/HOLLYWOOD INTL,B-757-200,None,12/23/01 0:00,DELTA AIR LINES,Florida,Climb,Small,Unknown bird - small,Dusk,0,0,0,
9367,SACRAMENTO INTL,LEARJET-25,Substantial,12/24/01 0:00,BUSINESS,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
9368,NEW ORLEANS INTL,B-737-700,None,12/24/01 0:00,SOUTHWEST AIRLINES,Louisiana,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,120.0
9369,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,12/28/01 0:00,COMAIR AIRLINES,Kentucky,Approach,Small,European starling,Dawn,0,0,0,140.0
9370,MINETA SAN JOSE INTL,B-737,None,12/29/01 0:00,ALASKA AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
9371,PHOENIX SKY HARBOR,B-737-300,None,12/31/01 0:00,SOUTHWEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
9372,DALLAS/FORT WORTH INTL ARPT,B-727-200,None,12/31/01 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
9373,DALLAS/FORT WORTH INTL ARPT,MD-82,None,1/1/02 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,120.0
9374,SACRAMENTO INTL,DC-10,None,1/2/02 0:00,FEDEX EXPRESS,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,
9375,SACRAMENTO INTL,B-737,None,1/2/02 0:00,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,
9376,MINETA SAN JOSE INTL,B-737-700,None,1/2/02 0:00,SOUTHWEST AIRLINES,California,Approach,Small,Unknown bird - small,Dawn,0,0,0,140.0
9377,SACRAMENTO INTL,B-737-300,None,1/4/02 0:00,SOUTHWEST AIRLINES,California,Climb,Large,Unknown bird - large,Night,0,0,0,170.0
9378,SALT LAKE CITY INTL,EMB-120,None,1/4/02 0:00,SKYWEST AIRLINES,Utah,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
9379,DENVER INTL AIRPORT,MD-82,None,1/5/02 0:00,AMERICAN AIRLINES,Colorado,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,120.0
9380,SACRAMENTO INTL,B-737-300,None,1/6/02 0:00,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0
9381,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-757-200,None,1/6/02 0:00,DELTA AIR LINES,Kentucky,Approach,Small,European starling,Dawn,0,0,0,130.0
9382,CHARLOTTE/DOUGLAS INTL ARPT,EMB-145,None,1/7/02 0:00,MESA AIRLINES,North Carolina,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,138.0
9383,SACRAMENTO INTL,B-737-700,None,1/8/02 0:00,SOUTHWEST AIRLINES,California,Approach,Large,Canada goose,Day,0,0,0,210.0
9384,NEWARK LIBERTY INTL ARPT,CL-RJ100/200,None,1/8/02 0:00,MESA AIRLINES,New Jersey,Landing Roll,Small,Unknown bird - small,Day,0,0,0,90.0
9385,SACRAMENTO INTL,B-737-300,None,1/8/02 0:00,SOUTHWEST AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,100.0
9386,SACRAMENTO INTL,B-737-300,Minor,1/9/02 0:00,UNITED AIRLINES,California,Approach,Small,Unknown bird - small,Dusk,0,0,0,
9387,SACRAMENTO INTL,B-737-300,None,1/10/02 0:00,UNITED AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,
9388,LAGUARDIA NY,CL-RJ100/200,None,1/10/02 0:00,AMERICA WEST AIRLINES,New York,Approach,Medium,Unknown bird - medium,Day,0,0,0,
9389,SACRAMENTO INTL,B-737-300,None,1/10/02 0:00,SOUTHWEST AIRLINES,California,Landing Roll,Small,Unknown bird - small,Dawn,0,0,0,80.0
9390,SACRAMENTO INTL,B-737-700,None,1/11/02 0:00,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0
9391,DENVER INTL AIRPORT,BE-1900,None,1/11/02 0:00,GREAT LAKES AIRLINES,Colorado,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
9392,NEW ORLEANS INTL,A-320,None,1/12/02 0:00,NORTHWEST AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
9393,SACRAMENTO INTL,B-737-700,None,1/13/02 0:00,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,170.0
9394,TETERBORO AIRPORT,C-560,Minor,1/13/02 0:00,EXECUTIVE JET AVIATION,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0
9395,LIHUE ARPT,B-717-200,None,1/13/02 0:00,HAWAIIAN AIR,Hawaii,Landing Roll,Small,Unknown bird - small,Dawn,0,0,0,120.0
9396,NASHVILLE INTL,EMB-145,None,1/13/02 0:00,EXPRESSJET (CONTINENTAL EXPRS),Tennessee,Climb,Small,European starling,Day,0,0,0,
9397,SAN FRANCISCO INTL ARPT,A-319,None,1/14/02 0:00,AMERICA WEST AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,125.0
9398,HONOLULU INTL ARPT,B-717-200,None,1/14/02 0:00,HAWAIIAN AIR,Hawaii,Approach,Small,Pacific golden-plover,Dusk,0,0,0,130.0
9399,SAN FRANCISCO INTL ARPT,A-319,None,1/15/02 0:00,AMERICA WEST AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,125.0
9400,HONOLULU INTL ARPT,B-767,None,1/16/02 0:00,CONTINENTAL AIRLINES,Hawaii,Take-off run,Small,Pacific golden-plover,Dusk,0,0,0,
9401,BARKSDALE AIR FORCE BASE ARPT,B-52H,None,1/17/02 0:00,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Day,0,0,0,165.0
9402,PORTLAND INTL (OR),DHC8 DASH 8,None,1/18/02 0:00,HORIZON AIR,Oregon,Landing Roll,Small,Barn owl,Dawn,0,0,0,
9403,MEMPHIS INTL,A-310,Minor,1/20/02 0:00,FEDEX EXPRESS,Tennessee,Approach,Large,Canada goose,Day,0,26623,26623,185.0
9404,LAGUARDIA NY,B-757-200,Medium,1/20/02 0:00,DELTA AIR LINES,New York,Approach,Medium,Unknown bird - medium,Day,0,0,0,
9405,SACRAMENTO INTL,B-737,None,1/20/02 0:00,SOUTHWEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,
9406,MEMPHIS INTL,B-727-100,None,1/22/02 0:00,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
9407,LOGAN INTL,DHC8 DASH 8,None,1/22/02 0:00,BUSINESS,Massachusetts,Climb,Small,Unknown bird - small,Day,0,0,0,
9408,SAN FRANCISCO INTL ARPT,A-319,None,1/23/02 0:00,UNITED AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,
9409,DALLAS/FORT WORTH INTL ARPT,B-757-200,None,1/23/02 0:00,DELTA AIR LINES,Texas,Take-off run,Small,Meadowlarks,Day,0,0,0,
9410,WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,None,1/23/02 0:00,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,128.0
9411,FORT LAUDERDALE/HOLLYWOOD INTL,DC-10-10,None,1/24/02 0:00,FEDEX EXPRESS,Florida,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,
9412,CHARLOTTE/DOUGLAS INTL ARPT,EMB-145,None,1/26/02 0:00,AMERICAN EAGLE AIRLINES,North Carolina,Approach,Large,Unknown bird - large,Night,0,0,0,150.0
9413,LAGUARDIA NY,A-319,None,1/27/02 0:00,US AIRWAYS*,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,
9414,MINNEAPOLIS-ST PAUL INTL,A-320,None,1/27/02 0:00,NORTHWEST AIRLINES,Minnesota,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
9415,WASHINGTON DULLES INTL ARPT,CL-RJ100/200,None,1/28/02 0:00,ATLANTIC COAST AIRLINES,DC,Climb,Medium,Unknown bird - medium,Day,0,0,0,200.0
9416,MEMPHIS INTL,A-310,None,1/29/02 0:00,FEDEX EXPRESS,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
9417,LIHUE ARPT,C-414,None,1/29/02 0:00,BUSINESS,Hawaii,Landing Roll,Small,Pacific golden-plover,Day,0,0,0,
9418,CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,None,1/29/02 0:00,US AIRWAYS*,North Carolina,Landing Roll,Small,Mourning dove,Night,0,0,0,110.0
9419,LOUISVILLE INTL ARPT,FOKKER F100,Minor,2/1/02 0:00,US AIRWAYS*,Kentucky,Approach,Medium,Unknown bird - medium,Day,0,0,0,
9420,DENVER INTL AIRPORT,B-757-200,None,2/2/02 0:00,AMERICAN AIRLINES,Colorado,Approach,Medium,Unknown bird - medium,Day,0,0,0,
9421,BARKSDALE AIR FORCE BASE ARPT,A-10A,None,2/4/02 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,120.0
9422,DENVER INTL AIRPORT,B-737-300,Minor,2/5/02 0:00,UNITED AIRLINES,Colorado,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
9423,PHOENIX SKY HARBOR,DC-10,None,2/5/02 0:00,FEDEX EXPRESS,Arizona,Approach,Medium,Unknown bird - medium,Day,0,0,0,
9424,AUSTIN-BERGSTROM INTL,C-402,None,2/6/02 0:00,BUSINESS,Texas,Landing Roll,Small,Killdeer,Day,0,0,0,80.0
9425,NASHVILLE INTL,BA-31 JETSTR,None,2/6/02 0:00,BUSINESS,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,130.0
9426,DALLAS/FORT WORTH INTL ARPT,MD-80,None,2/7/02 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
9427,BARKSDALE AIR FORCE BASE ARPT,B-52H,None,2/8/02 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,165.0
9428,DALLAS/FORT WORTH INTL ARPT,B-737-300,None,2/8/02 0:00,UNITED AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
9429,JOHN F KENNEDY INTL,A-320,None,2/9/02 0:00,JETBLUE AIRWAYS,New York,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
9430,NASHVILLE INTL,MD-80,None,2/9/02 0:00,AMERICAN AIRLINES,Tennessee,Climb,Small,European starling,Dawn,0,0,0,200.0
9431,PHOENIX SKY HARBOR,A-320,Minor,2/9/02 0:00,AMERICA WEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
9432,DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,2/10/02 0:00,AMERICAN EAGLE AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,120.0
9433,NASHVILLE INTL,B-757-200,Minor,2/12/02 0:00,DELTA AIR LINES,Tennessee,Take-off run,Small,Mourning dove,Dusk,0,0,0,
9434,BARKSDALE AIR FORCE BASE ARPT,A-10A,None,2/14/02 0:00,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Day,0,0,0,246.0
9435,BARKSDALE AIR FORCE BASE ARPT,B-52H,None,2/14/02 0:00,MILITARY,Louisiana,Approach,Small,American robin,Day,0,0,0,135.0
9436,NASHVILLE INTL,FOKKER F100,None,2/14/02 0:00,AMERICAN AIRLINES,Tennessee,Approach,Small,European starling,Dusk,0,0,0,140.0
9437,BALTIMORE WASH INTL,B-737-300,None,2/15/02 0:00,SOUTHWEST AIRLINES,Maryland,Take-off run,Medium,Ring-billed gull,Day,0,0,0,135.0
9438,HONOLULU INTL ARPT,B-737-200,None,2/15/02 0:00,ALOHA AIRLINES,Hawaii,Climb,Small,Unknown bird - small,Day,0,0,0,140.0
9439,NASHVILLE INTL,B-757-200,None,2/17/02 0:00,DELTA AIR LINES,Tennessee,Approach,Small,European starling,Dusk,0,0,0,125.0
9440,METRO OAKLAND INTL,DC-10-10,None,2/18/02 0:00,FEDEX EXPRESS,California,Approach,Small,Unknown bird - small,Night,0,0,0,145.0
9441,CHARLESTON AFB/INTL ARPT,CL-RJ100/200,None,2/19/02 0:00,PINNACLE,South Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
9442,LOUISVILLE INTL ARPT,B-757-200,None,2/20/02 0:00,UPS AIRLINES,Kentucky,Climb,Medium,Unknown bird - medium,Day,0,0,0,180.0
9443,RONALD REAGAN WASHINGTON NATL,A-320,None,2/21/02 0:00,NORTHWEST AIRLINES,DC,Approach,Large,Canada goose,Day,0,0,0,140.0
9444,JOHN F KENNEDY INTL,B-757-200,None,2/21/02 0:00,AMERICA WEST AIRLINES,New York,Approach,Small,Unknown bird - small,Day,0,0,0,
9445,PHOENIX SKY HARBOR,A-320,None,2/21/02 0:00,US AIRWAYS*,Arizona,Climb,Small,Unknown bird - small,Day,0,0,0,200.0
9446,LIHUE ARPT,B-717-200,None,2/21/02 0:00,HAWAIIAN AIR,Hawaii,Landing Roll,Small,Western meadowlark,Day,0,0,0,
9447,NASHVILLE INTL,B-737-700,None,2/22/02 0:00,SOUTHWEST AIRLINES,Tennessee,Climb,Small,Unknown bird - small,Dusk,0,0,0,150.0
9448,PHILADELPHIA INTL,B-737-800,Minor,2/24/02 0:00,DELTA AIR LINES,Pennsylvania,Climb,Large,Canada goose,Dawn,0,0,0,150.0
9449,METRO OAKLAND INTL,B-737,None,2/24/02 0:00,ALASKA AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,
9450,NASHVILLE INTL,EMB-145,None,2/26/02 0:00,EXPRESSJET (CONTINENTAL EXPRS),Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,120.0
9451,METRO OAKLAND INTL,C-172,None,2/28/02 0:00,BUSINESS,California,Approach,Large,Canada goose,Night,0,0,0,60.0
9452,ATLANTA INTL,MD-88,None,3/1/02 0:00,DELTA AIR LINES,Georgia,Approach,Medium,Unknown bird - medium,Day,0,0,0,135.0
9453,LIHUE ARPT,B-737-200,None,3/2/02 0:00,ALOHA AIRLINES,Hawaii,Climb,Small,Barn owl,Night,0,0,0,
9454,SAN FRANCISCO INTL ARPT,MD-83,None,3/3/02 0:00,TRANS WORLD AIRLINES,California,Descent,Large,Unknown bird - large,Night,0,0,0,250.0
9455,LAGUARDIA NY,A-319,None,3/3/02 0:00,US AIRWAYS*,New York,Approach,Small,Unknown bird - small,Day,0,0,0,200.0
9456,DALLAS/FORT WORTH INTL ARPT,A-319,None,3/6/02 0:00,NORTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
9457,DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,3/6/02 0:00,AMERICAN EAGLE AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,100.0
